Rank,Title,Author,Avg_Rating,Num_Ratings,ISBN,ASIN,Genres,Series,Page_Number,Format
,Comeuppance,William Flesch,,,9780674026315,,Language Arts & Disciplines,,272,paperback
,The Secret Window,Anthony Hood Chambers,,,9780674796744,,Literary Criticism,,196,paperback
,The Near Future in 21st Century Fiction,David Sergeant,,,9781009279888,,Art,,239,paperback
,The Edges of the Earth in Ancient Thought,James S. Romm,,,9780691037882,,History,,247,paperback
,Ethical Futures and Global Science Fiction,"Zachary Kendal, Aisling Smith, Giulia Champion, Andrew Milner",,,9783030278939,,Literary Criticism,,340,ebook
,The Architecture of the Imagination,Shaun Nichols,,,9780199275724,,Philosophy,,290,paperback
,Escape from the Wasteland,Susan Jolliffe Napier,,,9780674261815,,Literary Criticism,,284,paperback
,"Science Fiction, Science Fact",Isaac Asimov,,,9780440403524,,Juvenile Nonfiction,,36,paperback
,The Philosophy of Science Fiction Film,Steven Sanders,4.0,,9780813172811,,Performing Arts,,241,ebook
,Climatic - A Climate and Genetic Engineering Science Fiction Novel,Blade Cort,,,,,Fiction,,274,ebook
,Studies in the Comic Spirit in Modern Japanese Fiction,Joel Ralph Cohn,,,9780674847118,,Education,,288,paperback
,Posthuman Biopolitics,Bruce Clarke,,,9783030364861,,Literary Criticism,,198,ebook
,On the Origin of Stories,Brian Boyd,,,9780674057111,,Literary Criticism,,555,paperback
,Recontextualizing Texts,Atsuko Sakaki,,,9780674750944,,Education,,308,paperback
,When the Sleeper Wakes,H. G. Wells,,,9781983655890,,science fiction,,572,paperback
,The Art of Detective Fiction,NA NA,,,9781349627684,,Science,,256,ebook
,Surreal Entanglements,"Louise Economides, Laura Shackelford",,,9781000388343,,Literary Criticism,,197,ebook
,Nation and Region in Modern American and European Fiction,Thomas O. Beebee,,,9781557534989,,Literary Criticism,,213,paperback
,The Holodeck in the Garden,"Peter Freese, Charles B. Harris",,,,,History,,418,paperback
,Brave New Words,Jeff Prucher,,,9780199885527,,Reference,,509,ebook
,Biopolitical Futures in Twenty-First-Century Speculative Fiction,Sherryl Vint,,,9781108839006,,History,,283,paperback
,Dreams Must Explain Themselves,Ursula K. Le Guin,,,9781473205956,,Literary Criticism,,524,ebook
,Trope-ing the Light Fantastic,Edward M. Lerner,,,9781612424019,,Fiction,,366,paperback
,Eco-facts and Eco-fiction,William H. Baarschers,,,9781135101206,,Science,,281,ebook
,Death-Facing Ecology in Contemporary British and North American Environmental Crisis Fiction,Louise Squire,,,9781351396509,,Literary Criticism,,283,ebook
,Trent's Last Case,Edmund Clerihew Bentley,,,,,Fiction,,220,paperback
,Social and Virtual Space,Laura Chernaik,,,9780838640692,,History,,209,ebook
,Ecofeminist Science Fiction,Douglas A. Vakoch,,,9781000376364,,Fiction,,163,ebook
,Creating Life from Life,Rosalyn W. Berne,,,9789814463591,,Medical,,302,ebook
,"Mesmerists, Monsters, and Machines",Martin Willis,,,9780873388573,,Art,,292,paperback
,The Time Machine Hypothesis,Damien Broderick,,,9783030161781,,Science,,246,ebook
,The War of the Worlds,H. G. Wells,,,9781983661334,,science fiction,,420,paperback
,Apocalyptic Visions in the Anthropocene and the Rise of Climate Fiction,Kübra Baysal,,,9781527573635,,Science,,279,ebook
,Trilby,George Du Maurier,,,,,Fiction,,332,paperback
,A Geography of Victorian Gothic Fiction,Robert Mighall,,,9780198184720,,History,,346,paperback
,Ghost Species,James Bradley,,,9781529358094,,Fiction,,299,ebook
,Pride and Prejudice,Jane Austen,,,9780192815033,,Fiction,,388,paperback
,Sons and Lovers,David Herbert Lawrence,,,,,Fiction,,652,paperback
,"To Sir Phillip, with Love",Julia Quinn,,,9780739435724,,Fiction,,274,paperback
,Simple Gifts,"Judith McNaught, Jude Deveraux",,,9780743442237,,Fiction,,404,paperback
,Dare to Love,Carly Phillips,4.5,,9780989311298,,Fiction,,256,ebook
,Love Only Once,Johanna Lindsey,5.0,,9780739446461,,England,,452,paperback
,Above and Beyond,Sandra Brown,,,9781551662916,,Fiction,,297,paperback
,The Missing Sister,Lucinda Riley,,,9781952457234,,romance,,576,paperback
,The Viscount Who Loved Me,Julia Quinn,,,9780063279469,,Fiction,,512,paperback
,North and South,Elizabeth Cleghorn Gaskell,,,,,"England, Northern",,456,paperback
,Spirit Bound,Richelle Mead,4.5,,9781921518867,,Boarding school students,,489,paperback
,Northanger Abbey,Jane Austen,,,9781908533272,,Books and reading,,256,paperback
,Mansfield Park,Jane Austen,,,9781410429681,,Fiction,,661,paperback
,Fine Things,Danielle Steel,,,9780440200567,,Fiction,,415,paperback
,Before the Season Ends,Linore Rose Burkard,3.5,,9781594676734,,Fiction,,322,paperback
,Emma,Jane Austen,,,9781908533067,,England,,512,paperback
,The Storm Sister,Lucinda Riley,,,9781529003468,,Fiction,,720,paperback
,A Loving Scoundrel,Johanna Lindsey,,,9780786265114,,Fiction,,528,paperback
,All Your Perfects,Colleen Hoover,,,9781761105357,,romance,,320,paperback
,Twisted Perfection Signed Limited Edition,Abbi Glines,,,9781476763545,,Fiction,,272,paperback
,Tara Road,Maeve Binchy,,,9780385333955,,Detective and mystery stories,,502,paperback
,Anne of Avonlea,"Montgomery, Ian, Lucy Maud Montgomery",,,9780770421311,,Islands,,277,paperback
,Captivated,Nora Roberts,4.0,,9780373285006,,Fiction,,312,paperback
,White Hot,Sandra Brown,,,9781594130823,,Fiction,,696,paperback
,Bride of the Tiger,Heather Graham Pozzessere,,,9781551661469,,Fiction,,258,paperback
,Five Days in Paris,Danielle Steel,,,9780440222842,,Fiction,,291,paperback
,Too Strong to Deny,Emma Darcy,,,9780263122671,,Fiction,,294,paperback
,The Playboy and the Nanny,Anne McAllister,,,9780373120055,,Fiction,,196,paperback
,The Spirit of Romance,Ezra Pound,,,,,"Literature, Medieval",,272,paperback
,The Horse Whisperer,Nicholas Evans,,,9780440222651,,American fiction,,468,paperback
,On the Night of the Seventh Moon,Victoria Holt,,,9780708903216,,English fiction,,557,paperback
,The Glass Menagerie,Tennessee Williams,4.0,,9780811214049,,Drama,,132,paperback
,The Winemaker's Wife,Kristen Harmel,,,9781787394841,,Fiction,,336,paperback
,Sunshower,Christene Thompson,,,9780745118703,,Romance,,214,paperback
,Malafrena,Ursula K. Le Guin,,,9780425046470,,Fiction,,358,paperback
,Just Once,Karen Kingsbury,,,9781982104443,,Fiction,,336,paperback
,Charmed,Nora Roberts,,,9780733563508,,Love stories,,559,paperback
,Medieval Romance and Material Culture,Nicholas Perkins,,,9781843843900,,Literary Criticism,,312,paperback
,Big Sky Secrets,Linda Lael Miller,4.0,,9780373778317,,Fiction,,381,paperback
,Desire,Nicole Jordan,,,9780739419540,,Aristocracy (Social class),,438,paperback
,Hot Blood,Charlotte Lamb,,,9780263146660,,Fiction,,290,paperback
,Climax of Passion,Emma Darcy,,,9780373117710,,Fiction,,196,paperback
,The Blue Castle,Lucy Maud Montgomery,,,9780771062179,,Canada,,264,paperback
,Wild Designs,Katie Fforde,,,9780312156930,,Fiction,,322,paperback
,"Sunlight, Moonlight",Amanda Ashley,5.0,,9780505521583,,Fiction,,404,paperback
,Chasing Perfect,Susan Mallery,,,9781602857575,,Fiction,,382,paperback
,The Dogs and the Wolves,Irène Némirovsky,5.0,,9780099507789,,Bankers,,227,paperback
,The Last Song,Nicholas Sparks,,,9780446547567,,Fiction,,390,paperback
,"Jigsaw, an Unsentimental Education",Sybille Bedford,,,,,Fiction,,356,paperback
,Romance and Legend of Chivalry,Ascott Robert Hope Moncrieff,,,9780517118627,,Fiction,,464,paperback
,Miracle,Danielle Steel,,,9780593050149,,Businessmen,,181,paperback
,Leap of Faith,Danielle Steel,,,9780593043639,,English fiction,,202,paperback
,The Marrying Game,Lindsay Armstrong,,,9780263123517,,Fiction,,292,paperback
,Stand-In Groom,Suzanne Brockmann,,,9780553445985,,Fiction,,244,paperback
,Deadly Gift,Heather Graham,,,9781410408907,,Fiction,,495,paperback
,The Secret Woman,Victoria Holt,,,9780002217385,,Fiction,,318,paperback
,My Scandalous Bride,"Christina Dodd, Stephanie Laurens, Celeste Bradley, Leslie Lafoy",4.5,,9780312995225,,Fiction,,356,paperback
,Love,Toni Morrison,,,9780099455493,,Fiction,,28,paperback
,The Camel of Destruction,Michael Pearce,,,9780708951699,,Fiction,,386,paperback
,Mastering the Marquess,Vanessa Kelly,,,9781420109733,,Fiction,,499,paperback
,Our Chemical Hearts,Krystal Sutherland,,,9781761048760,,Juvenile Fiction,,369,paperback
,Part-Time Marriage,Jessica Steele,,,9780373036806,,Fiction,,200,paperback
,A Death in Vienna,Daniel Silva,,,9780754068907,,"Allon, Gabriel (Fictitious character)",,523,paperback
,The Soldier's Bride,Rachelle J. Christensen,,,9780996897617,,Fiction,,348,paperback
,West Side Story,Irving Shulman,4.0,,9780671725662,,Fiction,,164,paperback
,The Sun Is Also a Star,Nicola Yoon,,,9780552577564,,Deportation,,348,paperback
,Down the Rabbit Hole,"J. D. Robb, Mary Blayney, Elaine Fox, Mary Kay McComas, Ruth Ryan Langan",,,9780515155471,,Fiction,,434,paperback
,House of Scarlett,Meghan March,,,9781943796427,,Fiction,,316,paperback
,It Happened One Summer,Tessa Bailey,5.0,,9780063082359,,romance,,416,paperback
,Solo,Jack Higgins,,,9780440181651,,Fiction,,296,paperback
,In the Sheikh's Marriage Bed,Sarah Morgan,,,9780263185584,,Fiction,,284,paperback
,Ghosts of the Shadow Market,"Cassandra Clare, Sarah Rees Brennan, Maureen Johnson, Kelly Link, Robin Wasserman",,,9781406389432,,Demonology,,616,paperback
,The Forget-Me-not Sonata,Santa Montefiore,,,9781407403953,,Romance,,597,paperback
,Lucky,Jackie Collins,,,9780671524968,,Fiction,,598,paperback
,The Independent Bride,Sophie Weston,,,9780263179354,,Fiction,,290,paperback
,The House on Hope Street,Danielle Steel,,,9780754014959,,Bereavement,,240,paperback
,Whirlpool of Passion,Emma Darcy,,,9780263758665,,Romance,,187,paperback
,Lie Down in Darkness,William Styron,,,,,Fiction,,408,paperback
,Irresistible Forces,Danielle Steel,,,9780593040720,,Adultery,,372,paperback
,Invitation to Provence,Elizabeth A. Adler,,,9781843957119,,Americans,,392,paperback
,Zodiac,"Richard Dilys, Dilys Gater, Richard Lawler",,,9780708936467,,Fiction,,228,paperback
,Layla,Colleen Hoover,5.0,,9781542000178,,Fiction,,304,paperback
,Open Heart,Mary Bringle,,,9780453004237,,Fiction,,376,paperback
,"Goodbye, Sally",Rhona Martin,,,9780708920152,,Fiction,,534,paperback
,Tallchief,Cait London,,,9780373764198,,Fiction,,196,paperback
,Maggie,Joan Lingard,,,9780330333610,,romance,,188,paperback
,To Beguile a Beast,Elizabeth Hoyt,,,9781408456422,,Housekeepers,,453,paperback
,Highland Beast,"Hannah Howell, Victoria Dahl",,,9781420106725,,Demonology,,352,paperback
,Morgan's Child,Anne Mather,,,9780373120000,,Fiction,,196,paperback
,A Hundred Honeymoons,J. S. Wilson,,,9781664134201,,romance,,466,paperback
,Danger in the Shadows,Dee Henderson,,,9781576739273,,Fiction,,324,paperback
,Free to Love,Ivana Trump,,,9780099358718,,Romance,,512,paperback
,The Butterfly Picnic,Joan Aiken,,,9780745116457,,romance,,407,paperback
,Miss Butterworth and the Mad Baron,"Julia Quinn, Violet Charles",,,9780062958594,,Comics & Graphic Novels,,160,paperback
,Silverhill,Phyllis A. Whitney,,,,,Fiction,,232,paperback
,Mistress Pat,L. M. Montgomery,,,9780553280487,,Families,,277,paperback
,Home Front,Kristin Hannah,,,9780753191019,,Interpersonal relations,,528,paperback
,Princess Daisy,Judith Krantz,,,,,Fiction,,486,paperback
,Pearl in the Mist,Virginia Andrews,,,9780671719067,,romance,,374,paperback
,Canyons of Night,Jayne Castle,,,9780515149883,,Fiction,,371,paperback
,The Love Knot,Rebecca Brandewyne,,,9781587244933,,Fiction,,456,paperback
,The Duke's Princess Bride,Amalie Howard,,,9781728243412,,romance,,352,paperback
,Prescriptions and Promises,Jessica Matthews,,,9780373063024,,Pharmaceutical services,,196,paperback
,The Ultimate Choice,Emma Darcy,,,9780263123364,,Large type books,,288,paperback
,Where There's a Will,Day Leclaire,,,9780373361069,,Fiction,,228,paperback
,Temptation,Jude Deveraux,,,9780708948118,,Americans,,449,paperback
,Texas! Lucky,Sandra Brown,,,9780739328217,,Fiction,,404,paperback
,The Desert Bride of Al Zayed,Tessa Radley,,,9780733583964,,Love stories,,184,paperback
,Tiger's Eye,Madeleine Ker,,,9780263122640,,Large type books,,285,paperback
,The House of the Seven Gables,"Nathaniel Hawthorne, Philip Young",,,9780030844201,,Classic,,280,paperback
,Fortune's Lady,Melinda Hammond,,,9780708951873,,England,,320,paperback
,Wuthering Heights,"Emily Brontë, Charlotte Brontë",,,9781851523030,,romance,,527,paperback
,Girl in Luv,"Jay Crownover, Rebecca Yarros",,,9781393711339,,Dating (Social customs),,187,paperback
,The Pursuit,"Janet Evanovich, Lee Goldberg",,,9780553392777,,Fiction,,321,paperback
,Eden Close,Anita Shreve,,,9780349105871,,Blindness,,288,paperback
,Island of Shells,Grace Green,,,9780263137750,,Fiction,,290,paperback
,Tuesday's Child,Louise Bagshawe,,,9780755304288,,Chick lit,,448,paperback
,Beauty and the Badge,Lyn Stone,,,9780373079520,,Fiction,,262,paperback
,Waiting,Ha Jin,,,9780099287599,,American fiction,,322,paperback
,Prince of Lies,Robyn Donald,,,9780263144147,,Large type books,,283,paperback
,The Far Country,Nevil Shute,,,9780434699148,,Fiction,,306,paperback
,Meant to Be,Jude Deveraux,,,9780778331445,,Fiction,,416,paperback
,The Fiancé Fix,Carole Mortimer,,,9780263175233,,Love stories,,186,paperback
,Traded to the Sheikh,Emma Darcy,,,9780263189766,,Large print books,,284,paperback
,Flaming Arrow,Cassie Edwards,,,9780451407573,,Fiction,,388,paperback
,Anne,Muriel Canfield,,,9780871234230,,Juvenile Fiction,,164,paperback
,Dream Baby,Ann Evans,,,9780373708703,,Fiction,,308,paperback
,Burglar Bill,"Janet Ahlberg, Allan Ahlberg",,,9780434925001,,Burglary,,32,paperback
,The Spanish Billionaire's Christmas Bride,Maggie Cox,,,9780263203714,,Romance,,187,paperback
,Love is in the Cards,Emma Goldrick,,,9780263123654,,Large type books,,285,paperback
,Animating Maria,Marion Chesney,,,9780745115306,,Young women,,240,paperback
,Dishonourable Seduction,Angela Wells,,,9780263142402,,Large print books,,287,paperback
,High-Country Governess,Essie Summers,,,9780263118476,,romance,,285,paperback
,The Queer Principles of Kit Webb,Cat Sebastian,,,9780063026216,,Fiction,,352,paperback
,War of Love,Carole Mortimer,,,9780263141443,,Romance,,186,paperback
,Colors of Truth,Tamera Alexander,,,9781735758800,,Fiction,,520,paperback
,Something That Lasts,James Jordan,,,9781602850736,,Fiction,,318,paperback
,His Perfect Wife,Susanne McCarthy,,,9780263807165,,Love stories,,186,paperback
,An Echo in the Darkness,Francine Rivers,4.5,,9780842313070,,Fiction,,482,paperback
,We Are Not Ourselves,Matthew Thomas,,,9781476756660,,Fiction,,640,paperback
,"Solitary Envoy, The","T. Davis Bunn, Isabella Bunn",,,9780764228575,,Fiction,,320,paperback
,Ruth's Journey,Donald McCaig,,,9781451643534,,Fiction,,384,paperback
,Psychopathology,John Ernest Nicole,,,,,Historical,,308,paperback
,Allegiance,Cayla Kluver,5.0,,9780373210435,,Fiction,,501,paperback
,Something Red,Douglas Nicholas,,,9781451660074,,Fiction,,325,paperback
,Navegando Por La Tentación,Lorraine Heath,,,9788468784656,,Fiction,,320,paperback
,Middlemarch,George Eliot,,,9780451517500,,Fiction,,836,paperback
,Miss Cameron's Fall from Grace,Helen Dickson,,,9780373306404,,Historical,,280,paperback
,Frog Music,Emma Donoghue,,,,,Fiction,,424,paperback
,The Living is Easy,Dorothy West,,,9781558611474,,Fiction,,380,paperback
,Green Gauntlet,R.F. Delderfield,,,9780345218995,,historical fiction,,430,paperback
,Black Mountain,Venero Armanno,,,9781459689565,,Fugitive slaves,,412,paperback
,Sex and Sex Worship (phallic Worship),Otto Augustus Wall,,,,,Historical,,632,paperback
,The Dark Room,Rachel Seiffert,,,,,Fiction,,414,paperback
,The Twisted Sword,Winston Graham,,,9780708988220,,Fiction,,504,paperback
,Stork Bite,L. K. Simonds,,,9781736203002,,Fiction,,380,paperback
,In the Region of the Summer Stars,Stephen R. Lawhead,,,9780765383440,,Fiction,,334,paperback
,Citadel,A. J. Cronin,,,9780575600966,,Coal miners,,128,paperback
,Common Disorders and Diseases of Childhood,George Frederic Still,,,,,Children,,872,paperback
,Snare of Serpents,Victoria Holt,,,,,Fiction,,344,paperback
,The Field of Swords,Conn Iggulden,,,9780007195268,,Biographical fiction,,536,paperback
,The Warsaw Orphan,Kelly Rimmer,,,9781525811531,,Fiction,,416,paperback
,The Girl from the Channel Islands,Jenny Lecoat,,,9781761065750,,historical fiction,,272,paperback
,The Resistance Girl,Mandy Robotham,,,9780008516062,,historical fiction,,432,paperback
,El Tiempo y la Felicidad,Luciano De Crescenzo,,,9788497590358,,historical fiction,,224,paperback
,A Woman of Substance,Barbara Taylor Bradford,,,9780862202040,,Large type books,,1240,paperback
,The Lady of Abu Simbel,Christian Jacq,,,9781740301152,,Egypt,,434,paperback
,Sisters of the Resistance,Christine Wells,,,9780063055445,,historical fiction,,416,paperback
,Heaven and Hell,John Jakes,,,9780002231459,,historical fiction,,700,paperback
,The Gates of Hell,P. C. Doherty,,,9781841194974,,Detective and mystery stories,,292,paperback
,The Postmistress of Paris,Meg Waite Clayton,,,9780062946980,,historical fiction,,400,paperback
,Odysseus,Valerio Massimo Manfredi,,,9780230769342,,Adventure stories,,372,paperback
,The Faraway Drums,Jon Cleary,,,,,Fiction,,298,paperback
,Flashman in the Great Game,George MacDonald Fraser,,,9780330248013,,English fiction,,351,paperback
,The Last Tiara,M. J. Rose,,,9781952457173,,historical fiction,,304,paperback
,Angels in the Gloom,Anne Perry,,,9780755302888,,Cambridge (England),,312,paperback
,The Noble Fugitive,"T. Davis Bunn, Isabella Bunn",,,9780764228599,,Fiction,,313,paperback
,Aristotle and Poetic Justice,Margaret Anne Doody,,,,,Fiction,,356,paperback
,Masqueraders,Georgette Heyer,,,9780753174166,,England,,378,paperback
,The Knight's Tale,M. J. TROW,,,9781448309085,,historical fiction,,336,paperback
,The Last Hero,Peter Forbath,5.0,,,,Fiction,,744,paperback
,Harbor Secrets,Melody Carlson,,,9781946531322,,Fiction,,324,paperback
,Mr. Timothy,Louis Bayard,,,9780719567025,,Detective and mystery stories,,384,paperback
,Fortune's Favourites,Colleen McCullough,,,9780712638500,,Australian fiction,,878,paperback
,One Little Sin,Liz Carlyle,,,9780753176450,,Great Britain,,392,paperback
,The Sapphire Child,Janet MacLeod Trotter,,,9781542092609,,Fiction,,524,paperback
,The Splintered Kingdom,James Aitcheson,,,9781848093232,,Great Britain,,420,paperback
,Mr. Pipes Comes to America,Douglas Bond,,,9781930367531,,Education,,212,paperback
,Enemies of the Heart,Rebecca Dean,,,9780007262724,,Americans,,608,paperback
,Martin Farrell,Janni Howker,,,9780435124373,,historical fiction,,86,paperback
,The Long Drop,Denise Mina,,,9780316269735,,FICTION,,236,paperback
,Orchids and Diamonds,Rosalind Laker,,,9780745178912,,Fiction,,545,paperback
,Deception,"Grace Cavendish, Jan Burchett",,,9781862303799,,"Cavendish, Grace, Lady (Fictitious character)",,242,paperback
,The Betrayals,Bridget Collins,,,9780062838124,,Fiction,,416,paperback
,Sebastian's Pride,Susan Wilkinson,,,9780718129750,,historical fiction,,402,paperback
,The Sugar Palace,Fiona McIntosh,,,9781761047015,,Fiction,,402,paperback
,The Trumpeting Angel,Marshall Browne,,,9781875989614,,Historical,,416,paperback
,The Mammoth Hunters,Jean M. Auel,,,9780862204563,,Ayla (Fictitious character),,1211,paperback
,Inside the Whale,George Orwell,,,,,historical fiction,,203,paperback
,Village School,Miss Read,,,9780745176093,,Country life,,264,paperback
,Painting the Light,Sally Cabot Gunning,,,9780062916242,,historical fiction,,368,paperback
,Woman of Substance,Barbara Taylor Bradford,,,9780745133553,,Businesswomen,,1256,paperback
,The Liar's Wife,Mary Gordon,,,9780307377432,,Fiction,,288,paperback
,Rowan Farm,Margot Benary-Isbert,,,9781948959179,,Juvenile Fiction,,277,paperback
,Surf Smugglers,Melody Carlson,,,9781946531049,,historical fiction,,300,paperback
,Shaking Tent,Anne Michael,,,9781975944711,,historical fiction,,480,paperback
,"Mary Ann Sate, Imbecile",Alice Jolly,,,9781783528660,,Fiction,,640,paperback
,Paper Sparrow,Magda Palmer,,,9781685831097,,historical fiction,,262,paperback
,Summer at Mount Hope,Rosalie Ham,,,9780975192177,,Eccentrics and eccentricities,,296,paperback
,The Dream-time,Henry Treece,,,9780340040508,,"Children's stories, English",,96,paperback
,Warriors of God,Andrzej Sapkowski,,,9780316593243,,Fiction,,464,paperback
,The Godmothers,Camille Aubray,,,9780062983695,,Fiction,,432,paperback
,The River of Fire,Patrick Easter,,,9780753192269,,Detective and mystery stories,,336,paperback
,The Henna Artist,Alka Joshi,,,9781867231929,,Abused women,,304,paperback
,Secrets of the Desert,Christian Jacq,,,9781845057084,,Conspiracies,,518,paperback
,A Distant Hero,Emma Drummond,,,9780671717919,,Historical fiction,,424,paperback
,The Whisper of Silenced Voices,C. J. Archer,,,9780648214908,,historical fiction,,266,paperback
,The Black Earth,Philip Kazan,,,9780369331489,,"Greco-Turkish War, 1921-1922",,577,paperback
,Desired by the Duke/the Duke's Unexpected Bride/High Seas to High Society,"Sophia James, Lara Temple",,,9781867241195,,historical fiction,,464,paperback
,Always a Stranger,Amara Royce,,,9781601832269,,Fiction,,238,paperback
,The Long Shadow,Cynthia Harrod-Eagles,,,9780356093727,,Great Britain,,367,paperback
,Kerry Postle,Kerry Postle,,,9780008331092,,historical fiction,,384,paperback
,City of Spies,Mara Timon,,,9781838773014,,historical fiction,,552,paperback
,The Fallen Woman,Fiona McIntosh,,,9781761049293,,Australian fiction,,450,paperback
,All Souls' Rising,Madison Smartt Bell,,,9780140141177,,English fiction,,530,paperback
,Two-Bits,Robert J. Trout,,,9781482611205,,Juvenile Fiction,,216,paperback
,Iron Ties,Ann Parker,,,9781590582633,,Fiction,,584,paperback
,Playing Beatie Bow,Ruth Park,,,9780140322491,,Australia,,196,paperback
,Dragon's Blood,Christopher Nicole,,,9781855016637,,Opium trade,,432,paperback
,Catherine,Sue Barr,,,9780994771889,,Historical,,260,paperback
,Take Heart,Lisa Higdon,,,9780515118988,,Fiction,,276,paperback
,Sleeping Beauty and the Demon,Marina Myles,,,9781601832825,,Fiction,,274,paperback
,The Children's Crusade,Henry Treece,,,,,Crusades,,193,paperback
,The Pleasures of Love,Jean Plaidy,,,9780745175287,,Great Britain,,437,paperback
,Escape to Eaglehawk,Vashti Farrer,,,9781864290295,,historical fiction,,125,paperback
,When a Girl is Born,Pamela Grant,,,9780192716996,,China,,136,paperback
,Le vrai et le faux au Moyen Âge,Elisabeth Gaucher,,,,,False,,392,paperback
